engagement,followers,following,total_likes,author_name,privateAccount,verified,total_videos,day_posted,time_posted,video_likes,video_comments,video_plays,video_duration,shareCount,isMuted,isPinned,isSlideshow,music_name,original_sound,hashtag_1,hashtag_2,hashtag_3,hashtag_4,hashtag_5,hashtag_6,hashtag_7,hashtag_9,hashtag_10,hashtag_11,hashtag_12,hashtag_13,hashtag_14,hashtag_15,hashtags/15/name,hashtag_16,hashtag_17,hashtag_18,hashtag_19,hashtag_20,hashtag_21,hashtag_22,hashtag_23,hashtag_24
883,525500,92,20500000,life_with_leochubbs,False,False,237,wednesday,20:51:04,6200000,50600,27300000,8,723100,False,False,False,Mr.Prada used my sound,True,22,funny,cat,cats,pet,catsoftiktok,foryou,foryoupage,foru,fy,fyp,fypシ,4u,4upage,4up,,4upageシ,fu,britishshorthair,angrycat,funnyvideo,viral,trending,xyzbca
18700,9400000,70,233900000,itsdimpey,False,False,300,wednesday,18:13:37,6200000,49400,25100000,60,293500,False,False,False,original sound,True,5,foryoupage,fyp,trending,dimpey6,,,,,,,,,,,,,,,,,,,
28600,14100000,8,466100000,garett__nolan,False,True,892,sunday,22:28:37,6200000,51700,41600000,18,337100,False,False,False,original sound,True,4,foryoupage,trending,viral,,,,,,,,,,,,,,,,,,,,
504,346300,0,21600000,ddcustomz,False,False,491,thursday,22:25:50,6200000,67100,86500000,32,32500,False,False,False,Steven Universe,False,12,teslatok,teslacheck,fyp,carlife,carlover,trending,teslamodel3,viral,fypシ,elonmusk,carsoftiktok,,,,,,,,,,,,
5949,326100,61,15600000,rania.freestyle,False,False,27,tuesday,13:16:23,6200000,30100,54700000,7,180900,True,False,False,оригинальный звук,True,14,ballcontrol,trending,explore,onbeat,football,soccergirl,soccer,femalefootball,heelschallenge,fyp,pourtoi,fürdich,viral,,,,,,,,,,
2336,229000,93,11400000,jonathan_casey,False,False,591,tuesday,12:43:20,6300000,28400,68200000,30,21600,False,False,False,ART,False,23,samsung,apple,vivo,underwater,galaxys22plus,vivox70pro,technology,nature,art,tech,gadgets,electronics,smartphone,android,"Our musical.ly family is growing! 

Soon we will be available on Android. Create a creative 'welcome' musical for our new friends from the Android world. 

The creator of the best musical gets a special S-U-R-P-R-I-S-E !",techworld,appleiphone,techgadgets,trending,underwaterphotography,newtechnology,underwaterworld,ios
39500,83800,1299,6800000,sunnasantos11,False,False,46,saturday,14:15:47,6200000,29400,26100000,20,277700,True,False,False,pandora x september,True,10,theoceanisbeautiful,marinebiologytiktok,biologymarine,oceanlife,marinebiology,trending,fy,biologylovers,biology,,,,,,,,,,,,,,
110200,7500000,201,344100000,in_the_nic_of_time,False,False,1297,friday,3:24:55,5000000,43800,24500000,11,51700,False,False,False,KBLAST KICKBACK,True,5,trend,dad,mirror,edit,chilidogyumplz,,,,,,,,,,,,,,,,,,
8359,2100000,371,25100000,victoriamiraanda,False,False,46,thursday,16:13:12,5000000,50800,48500000,15,69600,True,False,False,Buss It,False,4,fy,foryou,trend,trending,,,,,,,,,,,,,,,,,,,
591,8700000,105,189100000,vivicake.real,False,True,1123,sunday,18:15:07,5000000,12300,87700000,8,14800,False,False,False,Desenrola Bate Joga de Ladin (feat. DJ Biel do Furduncinho),False,4,desenrolabateejogadeladinho,fy,fu,,,,,,,,,,,,,,,,,,,,
4526,22800,505,5900000,elmafiosoalcohola,False,False,61,saturday,2:39:14,5000000,22400,36900000,15,69500,False,False,False,original sound,True,2,wintervibes,,,,,,,,,,,,,,,,,,,,,,
47800,2900000,624,74700000,speed1sounds_,False,False,725,tuesday,19:38:56,5000000,15900,30100000,7,21700,False,False,False,Originalton,True,10,speedup,sounds,gönnfy,fy,viral,nightvibe,vibe,backround,nightcore,,,,,,,,,,,,,,
22100,2100000,1578,75400000,thegilberttwins,False,False,656,saturday,0:35:33,5000000,56800,46300000,14,170300,True,False,False,original sound,True,3,dance,fypシ,,,,,,,,,,,,,,,,,,,,,
14800,1900000,0,32400000,laikacl,False,False,28,tuesday,23:00:21,5000000,51100,58800000,13,71500,False,False,False,The Ghost,False,14,new,fyp,foryou,foryoupage,trend,paranormal,scary,creepy,fail,viralvideo,viral,fypage,ghost,,,,,,,,,,
2181,1700000,36,93600000,dazumno,False,False,927,saturday,10:20:47,5000000,68600,36700000,11,195300,False,False,False,Av x Rihanna Confession rmx,True,10,americandad,cosplay,funny,fyp,riahnna,viral,trend,fyp,german,,,,,,,,,,,,,,
65800,14000,65,5100000,kristynaomelkovaa,False,False,11,saturday,18:49:10,5000000,76500,26100000,8,149100,False,False,False,original sound,True,5,🎀,ratatouille,rat,trend,,,,,,,,,,,,,,,,,,,
110200,7500000,201,344100000,in_the_nic_of_time,False,False,1297,friday,3:43:51,5000000,56200,19600000,14,52100,False,False,False,hey yall im here with my best friend,True,5,dad,gooff,dancer,notviral,,,,,,,,,,,,,,,,,,,
6310,100800,1,6600000,shinthantps,False,False,74,sunday,2:25:56,5000000,21700,31600000,7,54600,False,False,False,Originalton,True,4,shinthantphyusin,trend,burmese,,,,,,,,,,,,,,,,,,,,
61200,6300000,538,220100000,brenttelevision,False,True,1336,sunday,16:29:04,5000000,13400,25400000,40,11900,True,False,False,Hope (feat. Faith Evans),False,3,trend,fyp,,,,,,,,,,,,,,,,,,,,,
40400,299500,333,61200000,movienerd74,False,False,4062,friday,21:05:34,12400000,108500,72800000,16,343800,True,False,False,original sound,True,9,tobeymaguire,andrewgarfield,tomholland,meme,mcu,fyp,viral,nowayhome,,,,,,,,,,,,,,,
6127,67600,108,12900000,dexstherz,False,False,49,wednesday,17:47:37,12300000,49000,109700000,5,174800,True,False,False,оригинальный звук,True,4,fyp,faceapp,genderswap,,,,,,,,,,,,,,,,,,,,
3264,4200000,102,63300000,simracingdream_,False,False,1833,tuesday,15:38:07,12300000,56900,82000000,53,95200,True,False,False,,False,8,dragracing,pcgaming,oled,twincam,fh5,cararmy,fastandfurious,,,,,,,,,,,,,,,,
10600,5000000,93,75000000,jigpx,False,False,117,friday,16:53:11,12300000,52000,103800000,10,93000,False,False,False,original sound,True,3,animation,3d,,,,,,,,,,,,,,,,,,,,,
1446,522200,192,16000000,live_music77,False,False,78,friday,23:01:34,12300000,37200,112700000,20,25600,False,False,False,Originalton,True,5,fyyy,autotunevsnoautotune,fyp,singing,,,,,,,,,,,,,,,,,,,
2969,877000,267,118600000,_ianstnr_,False,False,223,tuesday,18:06:10,12300000,89400,73100000,8,503600,True,False,False,fade into you,True,8,foryoupage,meme,childhood,childhoodmemories,relatable,swimmingpool,underwater,,,,,,,,,,,,,,,,
25400,3500000,438,64300000,jonbezrouch,False,False,698,friday,23:46:07,12300000,58000,96700000,58,145100,False,False,False,Intense Music(850540),False,7,safety,psa,escape,escaperoom,viral,fyp,foryou,,,,,,,,,,,,,,,,
10300,2100000,125,95200000,qdqm_1,False,False,370,wednesday,19:08:56,12300000,87300,144200000,33,105300,False,False,False,sonido original,True,3,backrooms,hotel,,,,,,,,,,,,,,,,,,,,,
41800,2100000,61,84600000,thebillieglobe,False,False,644,tuesday,23:04:12,12300000,29100,111500000,22,294000,False,False,False,original sound,True,5,billieeilish,foryou,foryoupage,fypシ,,,,,,,,,,,,,,,,,,,
212800,6900000,2589,88800000,officialshaquanparson,False,True,1041,monday,22:28:09,12300000,68100,72300000,14,89900,False,False,False,original sound,True,22,foryoupage,fypage,2022,blessed,trending,demonslayer,wtf,awesome,cool,viral,wtf,happy,yes,blowup,,fypageシ,pov,duet,yes,thankyou,loveyou,cosplay,workout
3054,8500000,374,201100000,johnmcginnis36,False,False,6170,tuesday,11:02:32,12200000,162200,138400000,15,323500,False,False,False,Я буду ебать,False,3,foryou,fyp,,,,,,,,,,,,,,,,,,,,,
503,2100000,7,112800000,rfwww,False,False,183,friday,22:34:12,12300000,72100,142800000,0,79300,False,False,True,sonido original,True,17,foryou,foryoupage,tik,explore,حركة_الاكسبلور,تعلم_على_التيك_توك,الله,viral,history,islam,xyzbca,keşfet,exploreاكسبلور,حركة_لاكسبلورر,,fypシ゚viral,fypage,فوريو,,,,,
6,807900,7,14100000,user2624781397131,False,False,2,friday,19:14:29,12200000,49900,70900000,8,24800,False,False,False,Use this sound if stumble guys is the best,True,6,funny,fyp,foryoupage,viral,makethisviral,,,,,,,,,,,,,,,,,,
121,1900000,0,56200000,renemiksche,False,False,860,monday,6:29:06,6300000,13800,61700000,35,20100,False,False,False,original sound,True,12,lutzmannsburg,sonnen,therme,austria,burgenland,waterslide,speedy,foryou,fy,fyp,fürdich,,,,,,,,,,,,
741,243700,109,14300000,chongkerstudio1,False,False,289,friday,1:58:47,6300000,24200,30800000,8,733300,True,False,False,Mary On A Cross,False,9,fyp,fy,fypシ,trending,share,cosplay,cosplayer,animation,,,,,,,,,,,,,,,
27600,24100000,47,421300000,mercuri_88,False,True,1203,wednesday,13:29:15,6300000,43900,70200000,15,133400,False,False,False,оригинальный звук,True,17,littlebrother,pov,trend,foryou,foryoupage,funny,humor,xyzbca,fy,4u,omg,wtf,perte,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,fyp,fypシ,,,,,,
94200,45300,169,6600000,amic3267,False,False,87,monday,0:19:35,6300000,16000,33000000,11,54900,True,False,False,original sound,True,3,fy,fyp,,,,,,,,,,,,,,,,,,,,,
5857,19400000,535,216200000,ruivinhademarte,False,True,1296,sunday,15:44:47,6300000,291100,80900000,31,497300,False,False,False,som original,True,2,,fy,fyp,,,,,,,,,,,,,,,,,,,,
5294,629600,94,13000000,1day_funny,False,False,50,sunday,20:49:15,6300000,51700,45300000,24,165600,False,False,False,son original,True,5,memes,funny,memesvideos,meme,,,,,,,,,,,,,,,,,,,
76600,98200,837,7000000,clairedebeuf,False,False,18,tuesday,11:41:21,6300000,49200,31300000,14,182200,False,False,False,original sound,True,6,foryoupage,catsoftiktok,fy,foryou,catlady,,,,,,,,,,,,,,,,,,
3783,48900,79,7800000,chickensaladomw,False,False,84,wednesday,19:56:39,6300000,30100,25900000,18,532000,False,False,False,original sound,True,5,fyp,foryou,meme,stantwitter,,,,,,,,,,,,,,,,,,,
65800,1200000,576,30900000,swjjs.editz,False,False,502,sunday,10:11:06,6500000,85100,56100000,12,147700,False,False,False,THE AUTOTREM 1.0,True,13,fy,foryou,famouseditxx,edit,phonk,music,8d,8dmusic,headphone,xyzbca,trend,alightmotion,,,,,,,,,,,
46100,1300000,233,21200000,harpergreyy_,False,False,362,saturday,13:25:44,6300000,33100,33200000,52,32500,False,False,False,Infinity,False,13,painting,paint,artskills,womenartists,artist,viralvideo,fy,fyp,fypシ,foryou,foryoupage,foryourpage,,,,,,,,,,,
3589,5869,23,6400000,sleazeeceez,False,False,53,friday,19:16:53,6300000,28700,28400000,9,97000,True,False,False,WFM,False,10,fyp,chaldean,airport,delta,arabtiktok,chewthevibes,sleepy,funny,comedу,,,,,,,,,,,,,,
7275,2400000,2336,96900000,itscarolchaves,False,False,1688,sunday,13:37:39,6300000,34500,37500000,27,103200,False,False,False,original sound,True,5,fy,fyp,foryou,viral,xyzbca,,,,,,,,,,,,,,,,,,
269,254500,1,6700000,luanibanana_,False,False,12,wednesday,18:16:51,6300000,19000,77200000,13,293500,False,False,False,WORTH NOTHING - Fast & Furious: Drift Tape/Phonk Vol 1,False,8,love,girlfriend,viral,baby,wife,realationship,fypシ,,,,,,,,,,,,,,,,
20200,5300000,773,120500000,danyakruz,False,True,1759,sunday,10:38:21,6300000,9856,47900000,13,7993,True,False,False,if you see this you should do my dance,True,4,,foryou,fyp,fy,,,,,,,,,,,,,,,,,,,
3794,2800000,218,97400000,gertieinar,False,False,183,monday,12:33:39,6300000,18300,66300000,21,29800,False,False,False,Among Us - Trap Remix,False,3,chargingport,fy,,,,,,,,,,,,,,,,,,,,,
6626,1300000,7,15600000,rajbhaiorignal,False,False,127,monday,11:46:58,6200000,8796,85100000,25,214800,False,False,False,original sound,True,3,tiktok,trending,,,,,,,,,,,,,,,,,,,,,
30100,45200,143,8400000,nassi21,False,False,155,saturday,16:03:41,6200000,23600,50300000,10,116200,False,False,False,оригинальный звук,True,10,prt,fyp,trending,goviral,russe,russe,bochkachallenge,chapka,trendrusse,,,,,,,,,,,,,,
36,2600000,15,72000000,littlepanda6487,False,False,2348,saturday,0:41:52,6100000,43000,26700000,16,535000,False,False,False,original sound,True,5,fyp,trending,cute,redpanda,,,,,,,,,,,,,,,,,,,
174,8000000,69,340300000,samuelgrubbs,False,True,161,monday,23:32:30,6100000,15500,42800000,14,174200,False,False,False,original sound,True,11,trend,trending,foryou,fyp,foryoupage,friends,funny,meme,food,haha,,,,,,,,,,,,,
6411,8700000,325,199400000,sharpefamilysingers,False,True,770,wednesday,0:29:09,6100000,21800,37000000,43,29300,True,False,False,,True,3,foryoupage,trending,,,,,,,,,,,,,,,,,,,,,
171,310100,0,15800000,cutecribchronicles,False,False,127,wednesday,10:51:55,6100000,51000,81100000,17,210800,False,False,False,original sound - CuteCribChronicles,True,6,baby,cute,love,lovebaby,trending,,,,,,,,,,,,,,,,,,
166000,5300000,1048,193500000,mcplaygt,False,True,1361,saturday,0:03:25,6200000,34500,32300000,33,169000,False,False,False,original sound,True,14,foryou,foryoupage,prank,comedy,trend,viral,asian,pranks,nyc,newyork,newyorkcity,new,newtrend,newchallenge,,,,,,,,,
103600,141000,1503,7800000,bxrnesvsp,False,False,293,wednesday,21:45:15,6100000,66900,27300000,14,193200,True,False,False,original sound,True,7,marvel,trending,bloopers,mcu,foryou,viral,,,,,,,,,,,,,,,,,
69500,69200,155,9000000,_aameho,False,False,150,thursday,15:21:51,6100000,22300,33200000,6,67300,False,False,False,original sound,True,4,trending,relatable,fyp,,,,,,,,,,,,,,,,,,,,
1097,52000,127,6200000,mjishername,False,False,84,saturday,12:55:35,6100000,22200,43400000,22,254400,False,False,False,original sound,True,14,dogalmostgothitbylightning,rain,lightning,stubborn,husky,dogsoftiktok,viral,trending,fyp,fypシ,dog,funny,funnyvideo,,,,,,,,,,
614,2500000,11,28600000,paraskalnawat,False,True,281,tuesday,5:53:51,6100000,14400,60100000,15,148400,True,False,False,original sound,True,7,trending,foryou,best,paraskalnawat,act,mumbai,,,,,,,,,,,,,,,,,
255,271900,284,20300000,yourfavchocolatee,False,False,42,tuesday,4:25:15,6100000,27700,39100000,13,252100,False,False,False,PAINTING PICTURES,False,19,fy,foryoupage,momadontworry,pov,fypシ,trending,blowup,viral,fypage,fypシ゚viral,fypdongggggggg,viralvideo,dontworry,hiphop,"Celebrating the icons, bars and beats that have made 50 years of #HipHop",funny,lol,😭😭😭,🤣🤣🤣,,,,
16200,6900000,18,176100000,sadim03,False,False,996,sunday,8:05:49,6000000,19000,54100000,11,54200,False,False,False,original sound,True,5,foryou,trending,expression,sadimfam,,,,,,,,,,,,,,,,,,,
175000,2900000,336,136600000,itsjuli4_,False,False,553,tuesday,21:11:44,5000000,7216,23100000,15,10600,True,False,False,mother knows best reprise,True,3,acting,foryou,trend,,,,,,,,,,,,,,,,,,,,
181900,43600,411,6400000,officialbsap,False,False,207,thursday,2:17:12,5000000,43300,25400000,9,87700,False,False,False,heather by conan gray,True,7,foryou,heather,conangray,callmyoptometrist,xyzbca,viral,,,,,,,,,,,,,,,,,
3922,16600,389,6100000,nathanjain_,False,False,3,friday,10:10:40,5000000,22700,24500000,6,164400,False,False,False,original sound,True,6,memecut,foryoupage,trend,foryou,fyp,,,,,,,,,,,,,,,,,,
110200,7500000,201,344100000,in_the_nic_of_time,False,False,1297,monday,3:42:07,4900000,17200,53200000,10,17600,False,False,False,оригинальный звук,True,4,brother,dad,trend,notviral,,,,,,,,,,,,,,,,,,,
1155,2300000,65,87800000,wedding.vn520,False,False,1209,wednesday,5:08:28,4900000,40100,60100000,44,170700,True,False,False,original sound,True,11,love,wedding,weddingtiktok,xuhuongtiktok,xuhuong,happywedding,fyp,trend,trending,fypシ,,,,,,,,,,,,,
7911,361800,74,72100000,2000sfemme,False,False,379,friday,13:05:34,4900000,9788,22600000,7,12600,True,False,False,,False,13,lanadelreyedit,ididitforlove,fyp,fy,foryoupage,viralvideo,trending,trend,iconic,icon,lanadelreyfan,lanadelreytok,,,,,,,,,,,
52200,50600,2332,4900000,lisa0_42,False,False,5,thursday,7:14:03,4900000,63400,26900000,9,221600,False,False,False,Gedagedigedagadnado,True,7,xyzbca,viral,foryoupage,gedagedigedagedaoh,nugget,trend,,,,,,,,,,,,,,,,,
58800,8500000,326,529100000,britney.official,False,False,1489,friday,19:47:12,4900000,37200,22300000,59,90100,False,False,False,original sound,True,6,foryou,trend,share,viral,gnb,,,,,,,,,,,,,,,,,,
6447,7000000,681,213300000,valeriya.eros,False,False,1482,monday,19:57:55,4900000,13600,40600000,57,4738,False,False,False,Light Switch,False,2,trend,fyp,,,,,,,,,,,,,,,,,,,,,
2981,4900000,16,102200000,thebanezs,False,False,321,wednesday,14:46:13,4900000,8590,27700000,59,3810,True,False,False,... is sweaty,True,9,trend,fyp,parati,family,viral,pelorizado,spain,mum,daughter,,,,,,,,,,,,,,
16400,4500000,200,179100000,monkeycatluna,False,False,498,wednesday,23:57:25,4900000,30100,20400000,6,74200,True,False,False,YAAA TRICK YAAA,True,2,fyp,,,,,,,,,,,,,,,,,,,,,,
58200,4300000,104,112400000,andreasevillaa,False,False,356,wednesday,1:50:54,4900000,14400,46600000,35,109900,False,False,False,sonido original,True,7,parati,couple,toxico,cosasdenovios,reaccion,pareja,,,,,,,,,,,,,,,,,
20900,2200000,186,78300000,poofdaddy,False,False,474,sunday,19:15:13,4900000,38800,35200000,12,340900,False,False,False,original sound,True,3,foryou,trend,,,,,,,,,,,,,,,,,,,,,
4522,4900000,243,103400000,rickazas,False,True,931,tuesday,16:30:40,9500000,79600,89700000,10,801700,False,False,False,Originalton,True,5,trending,featureme,featurethis,viral,fyp,,,,,,,,,,,,,,,,,,
47500,14300000,4,346700000,angelrai07,False,True,3305,sunday,13:08:08,9500000,110700,236700000,12,577900,False,False,False,Moto,False,8,angelrai,foryoupage,duetwithangel,tiktokindia,viral,apnehisabse,love,,,,,,,,,,,,,,,,
20,2300000,2,26300000,funnyanimals9391,False,False,88,thursday,14:20:14,9500000,24800,129500000,39,378000,False,False,False,nhạc nền,True,8,funnyvideos,haha,animals,cat,dog,foryou,viral,,,,,,,,,,,,,,,,
102100,1000000,325,31800000,hot_kitty30,False,False,257,monday,15:01:35,9500000,170400,59900000,16,196000,False,False,False,original sound - ✨kitty✨,True,10,miracolouse,mlb,viral,pov,fypシ,fyp,transformation,ladybug,multimouse,,,,,,,,,,,,,,
1139,2200000,71,36000000,lorigreiner,False,True,331,thursday,18:00:34,9500000,125800,78700000,11,139300,False,False,False,original sound,True,8,karen,viral,skit,sketchcomedy,foryou,funny,humor,,,,,,,,,,,,,,,,
57100,54900,245,9900000,ash.bulla,False,False,6,saturday,4:01:12,9500000,87500,55300000,48,1700000,False,False,False,original sound,True,5,monkey,viral,indonesia,ape,,,,,,,,,,,,,,,,,,,
63400,2400000,291,34700000,vella,False,True,766,friday,20:46:38,9500000,109700,44600000,51,185600,False,False,False,Vella I See Red,True,14,ctcvoicebox,dayinmylife,oikosonetrip,rock,soul,cover,365days,iseered,sing,singer,foryou,viral,trending,xyzbca,Asla bir sonraki hamleni bilmelerine izin verme! 👀,,,,,,,,
12700,2500000,186,202200000,jennmelon,False,False,119,friday,22:05:54,9500000,63600,36100000,14,110100,False,False,False,original sound,True,4,comedy,meme,xyzcba,,,,,,,,,,,,,,,,,,,,
584,1700000,122,83600000,skititi.bum101,False,False,127,friday,0:29:02,9500000,50400,97300000,10,736200,False,False,False,Чупки в кръста,False,2,viral,,,,,,,,,,,,,,,,,,,,,,
1019,1400000,37,57900000,tikanni.kita.n.tehya,False,False,234,friday,16:39:27,9500000,44000,44500000,10,1500000,False,False,False,original sound,True,17,dogsoftiktok,viralhumor,huskies,funnydogsoftiktok,huskie,funnyhusky,howlingwolf,howlingdog,foryoupage,fyp,huskylife,dailyhowl,seattlehuskies,viralvideo,,screamingdog,screamingdoggo,viralhumor,,,,,
18600,8400000,1364,500100000,richardsalesofficial,False,True,761,wednesday,20:26:53,9400000,34900,58500000,54,71700,False,False,False,Je te laisserai des mots,False,4,,viral,xyzbca,fyp,,,,,,,,,,,,,,,,,,,
27,4000000,24,35200000,morganasecco,False,False,108,friday,15:35:15,9400000,394100,81000000,59,1100000,False,False,False,original sound,True,2,fyp,,,,,,,,,,,,,,,,,,,,,,
22000,3800000,159,105400000,youngyosa,False,True,99,thursday,21:43:06,9400000,91600,43800000,20,278700,False,False,False,original sound,True,4,viral,africanparents,comedy,,,,,,,,,,,,,,,,,,,,
147,19500000,33,213400000,sand.tagious,False,True,696,thursday,23:25:14,12200000,57500,108400000,32,110600,False,False,False,original sound,True,3,asmr,fyp,,,,,,,,,,,,,,,,,,,,,
25300,8500000,275,116400000,dada_ahoufe_,False,False,1143,wednesday,18:08:11,12200000,621600,443100000,6,8300000,False,False,False,Awi,False,5,trending,viral,trend,fyp,,,,,,,,,,,,,,,,,,,
3248,241100,351,20200000,sezzarellaruby,False,False,375,saturday,7:56:27,12200000,67500,69900000,9,512400,False,False,False,original sound,True,5,couplegoals,cuddles,boyfriend,fyp,,,,,,,,,,,,,,,,,,,
7292,1600000,315,51800000,priscillagrihim,False,False,588,friday,18:26:37,12200000,68800,73900000,29,101400,False,False,False,the ring,True,3,horror,fyp,,,,,,,,,,,,,,,,,,,,,
86800,14000000,410,622400000,victoriaadeyinkaa,False,True,619,saturday,20:30:19,12200000,69900,64900000,28,167700,False,False,False,original sound,True,2,foryou,,,,,,,,,,,,,,,,,,,,,,
1719,435300,7,12300000,user541293785,False,False,156,monday,11:52:02,12200000,123500,82600000,12,79300,False,False,False,Where you are,True,6,fypシ,foryou,foryoupage,pourtoi,viral,,,,,,,,,,,,,,,,,,
7947,1600000,308,62100000,nicolettelifts,False,False,534,friday,19:08:53,12200000,52000,56500000,43,198000,False,False,False,original sound,True,5,hercrush,kidsoftiktok,fyp,flexeveryangle,,,,,,,,,,,,,,,,,,,
343,6000000,61,66900000,funnyful,False,False,234,monday,14:51:20,12100000,43900,164400000,77,605700,False,False,False,original sound,True,12,funny,prank,snake,scareprank,fail,foryou,fyp,trending,funnyvideos,failvideo,learnontiktok,,,,,,,,,,,,
34500,1500000,167,24800000,chxsley,False,False,220,friday,19:08:38,12100000,354400,91600000,10,631300,True,False,False,The ryujin hip trend,True,9,foryou,xyzbca,wasian,asian,maid,maidboy,anime,kpop,,,,,,,,,,,,,,,
13700,511100,132,25700000,xoclaire4,False,False,217,thursday,2:39:01,12100000,28600,70800000,15,16400,True,False,False,original sound,True,2,fyp,,,,,,,,,,,,,,,,,,,,,,
126,2100000,1,12100000,i_coming_back_2027,False,False,1,sunday,6:55:26,12100000,904000,89000000,17,136500,False,False,False,Me Gustas Tu - Sped Up Version,False,4,2027,foryoupage,fyp,,,,,,,,,,,,,,,,,,,,
26900,1400000,125,64500000,habuj.co,False,False,1004,monday,6:14:27,12100000,26400,87900000,37,22700,False,False,False,original sound,True,10,foryou,foryoupage,viral,toploader,toploaderdeco,deco,asmr,satisfying,satisfy,,,,,,,,,,,,,,
631,553700,91,25400000,okayemotions,False,True,287,monday,13:44:30,12100000,112500,48400000,24,520100,False,False,False,Welcome to Wonderland,False,2,fyp,,,,,,,,,,,,,,,,,,,,,,
41600,2700000,932,227200000,not.jayswift,False,False,4042,monday,10:31:28,12100000,22600,89400000,7,336800,False,False,False,PRETTY BOY FLOW,True,5,relatable,fyp,fypシ,notjayswift,,,,,,,,,,,,,,,,,,,
24100,54500000,207,1200000000,youneszarou,False,True,2027,saturday,10:01:45,12100000,28700,163800000,12,83400,False,False,False,Cradles,False,6,tutorial,foryoupage,fürdich,fyp,yullbeyz,,,,,,,,,,,,,,,,,,
6917,787100,296,11500000,contenido_gracioso2,False,False,296,saturday,13:33:26,6300000,29900,77700000,13,177500,False,False,False,sonido original,True,9,leon,miedo,grabar,risas,gracioso,fyp,foryou,parati,,,,,,,,,,,,,,,
883,525500,92,20500000,life_with_leochubbs,False,False,237,wednesday,20:51:04,6200000,50600,27300000,8,723100,False,False,False,Mr.Prada used my sound,True,22,funny,cat,cats,pet,catsoftiktok,foryou,foryoupage,foru,fy,fyp,fypシ,4u,4upage,4up,,4upageシ,fu,britishshorthair,angrycat,funnyvideo,viral,trending,xyzbca
46400,2000000,1610,82300000,alex.funfacts,False,False,1022,sunday,7:50:24,6200000,31100,69800000,16,41200,False,False,False,Rûn Râbbît x Dârk Mâttêr,True,8,tongues,fyp,interesting,learnontiktok,alexfunfacts,foryou,creepy,,,,,,,,,,,,,,,,
43700,502000,186,39100000,thetruthofmarilynmonroe,False,False,1548,thursday,3:05:56,6200000,30200,21900000,119,194900,False,False,False,original sound,True,11,birthday,happybirthday,accomplishment,marilynmonroefacts,history,historicalfigures,foryou,fy,viral,fypシ,,,,,,,,,,,,,
19,87000,0,6300000,raimeona,False,False,21,wednesday,20:21:22,6200000,23300,45000000,16,22700,False,False,False,sonido original,True,8,ginaphilips,ginaphilipsedit,justinlongedit,justinlong,jeeperscreepersedit,fypシ゚viral,fypシ,,,,,,,,,,,,,,,,
38200,928200,182,8300000,dimaass43,False,False,54,wednesday,19:51:42,6200000,9549,62200000,17,20500,False,False,False,оригінальний звук,True,5,fy,viral,fyp,tiktokdimas43,,,,,,,,,,,,,,,,,,,
1863,1200000,5,21100000,funnytries,False,False,66,monday,20:00:13,6200000,15800,52800000,63,311900,False,False,False,original sound,True,18,fy,foryou,laugh,fail,failvideo,fun,kids,prank,fails,fyp,funny,🤣,funnyvideo,baby,,haha,🤣🤣🤣,funnyvideos,fypシ,,,,
39500,83800,1299,6800000,sunnasantos11,False,False,46,saturday,14:15:47,6200000,29400,26100000,20,277700,True,False,False,pandora x september,True,10,theoceanisbeautiful,marinebiologytiktok,biologymarine,oceanlife,marinebiology,trending,fy,biologylovers,biology,,,,,,,,,,,,,,
13500,320200,61,13000000,slat037,False,False,336,monday,5:05:36,6200000,61200,27600000,8,123100,False,False,False,original sound,True,11,fyp,fy,foryoupage,fypシ,cardib,blowthisup,xyzabc,xyzbca,lmao,rolloercoaster,,,,,,,,,,,,,
729,326600,67,17300000,sumala.cwong,False,False,239,wednesday,8:21:20,6200000,185400,31700000,45,401100,False,False,False,Up,False,5,viral,momlife,fy,foryou,fyp,,,,,,,,,,,,,,,,,,
1318,3000000,241,88400000,jacob__knowles,False,True,772,wednesday,0:04:24,6100000,18000,57000000,53,76500,False,False,False,original sound,True,17,fishing,lobster,ocean,seafood,interesting,education,educate,fy,fyp,lobster,lobsterfishing,lobstertok,gulfofmaine,maine,,207,commercialfishing,🦞,,,,,
188,1500000,33,59100000,kittenheal,False,False,1946,saturday,0:56:19,6100000,41700,41700000,14,560000,False,False,False,original sound - kittenheal,True,14,cats,petlove,cutepet,catsoftiktok,catsvideo,pet,love,cute,lovecat,foryoupage,fyp,fy,fyp,foryou,,,,,,,,,
47300,608400,85,7500000,lovescameron,False,False,200,friday,9:28:35,6100000,0,27200000,15,12900,False,False,False,Originalton,True,6,fy,cameronboyce,skaijackson,karanb,fyp,,,,,,,,,,,,,,,,,,
36,2600000,15,72000000,littlepanda6487,False,False,2348,saturday,0:41:52,6100000,43000,26700000,16,535000,False,False,False,original sound,True,5,fyp,trending,cute,redpanda,,,,,,,,,,,,,,,,,,,
1487,1400000,19,69600000,drip.custom,False,False,1396,tuesday,0:12:28,6000000,15800,43300000,39,7557,False,False,False,original sound,True,6,foryou,viral,foryoupageofficiall,funny,trending,,,,,,,,,,,,,,,,,,
